Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expr(SI),expr(LI),log(exprSI),log(exprLI)
SLC6A4,0,3.063017948,0.128,0.016,0,0.226432288,0.027081703,-0.645061646,-1.567324034
CYP4F3,0,3.056475583,0.169,0.024,0,0.312420573,0.037540764,-0.505260376,-1.425496892
ADGRB2,1.64E-231,3.054950185,0.021,0.002,6.00E-227,0.034205744,0.004103332,-1.465900954,-2.38686336
FABP2,0,3.049511088,0.819,0.306,0,10.51230576,1.269694887,1.021697984,0.103699371
OTOP3,0,3.048908043,0.101,0.011,0,0.212494389,0.02566385,-0.672652533,-1.590678185
ACSL6,0,3.044635851,0.047,0.003,0,0.074125809,0.008970866,-1.130030556,-2.047165653
MST1,0,3.036204201,0.179,0.024,0,0.334092466,0.040714038,-0.476133318,-1.390255828
TGM2,0,3.030777009,0.12,0.01,0,0.211755208,0.025898157,-0.6741659,-1.586731134
CARD6,0,3.029944994,0.05,0.004,0,0.075829273,0.009271394,-1.120163109,-2.03285496
SI,0,3.023502385,0.787,0.137,0,7.322515201,0.900511626,0.864660282,-0.045510676
IL1RN,0,3.021476509,0.049,0.005,0,0.083509256,0.010271877,-1.078265387,-1.988350177
KCNJ13,0,3.013825734,0.201,0.028,0,0.485722216,0.060123682,-0.313612033,-1.220954434
ADAMTSL5,1.46E-304,3.00137983,0.032,0.004,5.36E-300,0.050024862,0.006234627,-1.300814105,-2.205189495
ADA,0,2.983758878,0.147,0.016,0,0.422824859,0.05343899,-0.373839487,-1.272141757
TMEM163,0,2.981583741,0.056,0.007,0,0.255799269,0.032373222,-0.592100701,-1.489814075
ACY3,0,2.981378016,0.214,0.034,0,0.415332093,0.052578514,-0.38160451,-1.279191693
FGD5,0,2.963311506,0.074,0.007,0,0.132264883,0.016946511,-0.878555447,-1.770919691
HKDC1,0,2.962972494,0.455,0.072,0,1.446305898,0.185475881,0.160260157,-0.731712557
OTC,0,2.961083064,0.276,0.037,0,0.51445057,0.066052171,-0.288656347,-1.180112905
CFB,0,2.958593851,0.274,0.054,0,0.611763242,0.078684519,-0.213416621,-1.104110706
ADIRF,0,2.952802898,0.736,0.262,0,9.754418308,1.259838429,0.989201376,0.100314852
TMEM229A,2.39E-174,2.950566301,0.021,0.004,8.77E-170,0.025495897,0.003285667,-1.593529703,-2.483376409
KCNJ3,0,2.948426946,0.361,0.043,0,0.8427094,0.109159997,-0.074322162,-0.961936483
AC114291.2,0,2.946264336,0.039,0.004,0,0.067019288,0.00868292,-1.17380019,-2.061334207
C5orf67,0,2.942164007,0.027,0.002,0,0.041080037,0.005332644,-1.38636917,-2.273057386
AL596218.1,6.00E-202,2.936696513,0.02,0.002,2.20E-197,0.027822742,0.003621454,-1.555600071,-2.441117001
AGT,4.24E-148,2.936356888,0.013,0.001,1.55E-143,0.017800928,0.002313084,-1.749557351,-2.635808644
MS4A8,0,2.931543974,0.505,0.095,0,1.803783707,0.236417189,0.25618446,-0.626320951
KCNH6,1.28E-306,2.913752889,0.034,0.005,4.69E-302,0.053892683,0.007139245,-1.268470193,-2.14634769
PLA2G12B,0,2.908759756,0.226,0.03,0,0.399896425,0.053238149,-0.398052479,-1.273777056
AC092834.1,0,2.908305512,0.059,0.008,0,0.093885072,0.012493401,-1.027403457,-1.90331932
TMEM272,6.26E-146,2.904301367,0.014,0.001,2.29E-141,0.022383962,0.002977559,-1.650063035,-2.526139592
AC073593.2,1.35E-182,2.901738474,0.019,0.002,4.95E-178,0.027230972,0.00363146,-1.564936864,-2.439918731
F10,0,2.895814228,0.058,0.006,0,0.084451347,0.011334648,-1.073393419,-1.945591952
AC090515.4,2.84E-213,2.895337567,0.023,0.003,1.04E-208,0.02955687,0.003960288,-1.529341553,-2.402273271
TKFC,0,2.894880047,0.424,0.075,0,1.011279564,0.135952179,0.004871231,-0.866613828
ADGRG7,0,2.885631135,0.387,0.056,0,0.889655373,0.12036935,-0.050778194,-0.919484083
FAM83A,1.20E-148,2.884716334,0.017,0.003,4.38E-144,0.022399892,0.003020618,-1.649754075,-2.519904238
AKR1C1,0,2.88222983,0.156,0.021,0,0.317270038,0.0430197,-0.498570939,-1.36633262
AC079209.2,5.03E-145,2.857428076,0.014,0.001,1.84E-140,0.016415472,0.002252828,-1.784746633,-2.647271954
ASPA,0,2.855997621,0.107,0.015,0,0.170585162,0.023549117,-0.768058747,-1.628025374
AATK,0,2.855676815,0.149,0.022,0,0.248898322,0.034373438,-0.603978031,-1.463777025
CHST6,0,2.85050056,0.056,0.008,0,0.095907281,0.01328513,-1.018148421,-1.876634201
NAALADL1,0,2.841012224,0.258,0.041,0,0.727091824,0.101462859,-0.138410739,-0.993692903
AL135924.2,0,2.835628671,0.036,0.006,0,0.052401168,0.007328401,-1.280659029,-2.134990782
CPS1-IT1,3.25E-113,2.824110803,0.014,0.003,1.19E-108,0.019448627,0.002734114,-1.711111051,-2.563183363
LINC00867,2.18E-172,2.820072532,0.022,0.004,7.99E-168,0.066183322,0.00935961,-1.179251437,-2.028742245
TMEM150B,0,2.817458249,0.119,0.016,0,0.208142203,0.029514928,-0.681639853,-1.529958277
SLC5A12,0,2.816024923,0.222,0.023,0,0.643489172,0.091364074,-0.191458757,-1.039224541
MAOB,0,2.807268643,0.299,0.037,0,0.642794628,0.09182115,-0.191927761,-1.037057274
TIGD3,1.05E-270,2.805480807,0.028,0.003,3.84E-266,0.036623751,0.005226623,-1.436237173,-2.281778843
UNC5CL,0,2.805016472,0.109,0.015,0,0.177585904,0.025398428,-0.75059151,-1.595193171
CDSN,2.09E-148,2.8049854,0.017,0.003,7.65E-144,0.025716681,0.003667709,-1.58978508,-2.435605145
LINC02754,0,2.798991637,0.163,0.027,0,0.262955498,0.037771338,-0.580117745,-1.422837632
AL121761.1,0,2.798810239,0.069,0.009,0,0.106514141,0.015294566,-0.972592732,-1.81546285
AC006148.1,0,2.78766837,0.099,0.016,0,0.169903264,0.024593264,-0.769798279,-1.60918383
PHACTR3,0,2.786802146,0.093,0.014,0,0.148109086,0.021449918,-0.829418298,-1.66857437
CACNA2D1,0,2.785725687,0.086,0.01,0,0.374238185,0.054258057,-0.426851902,-1.265535762
LINC01411,1.25E-89,2.775473783,0.011,0.002,4.59E-85,0.020285457,0.002950591,-1.692815196,-2.530090918
DNASE1,0,2.773314997,0.519,0.098,0,1.569470304,0.229551032,0.195753103,-0.63912075
NLRP6,0,2.773003825,0.123,0.019,0,0.222784781,0.032581211,-0.65211448,-1.487032776
AC018742.1,0,2.769088635,0.048,0.003,0,0.089057545,0.013052405,-1.05032928,-1.884309448
OAT,0,2.764541211,0.777,0.213,0,4.97043165,0.731437321,0.696394106,-0.135822884
ARHGEF26,0,2.760518951,0.281,0.047,0,0.59788219,0.088218014,-0.223384383,-1.054442723
DPP4,0,2.750258088,0.48,0.087,0,1.356027768,0.201526645,0.132268583,-0.695667526
BCO1,0,2.749085227,0.111,0.021,0,0.214071534,0.031830078,-0.66944108,-1.497162297
PXDC1,0,2.74799456,0.101,0.008,0,0.173119807,0.025758183,-0.761653242,-1.589084773
LINC02323,0,2.735533008,0.078,0.012,0,0.118305191,0.017751407,-0.926996198,-1.750767217
FBP1,0,2.731586463,0.67,0.181,0,3.005700208,0.452527202,0.477945661,-0.34435531
PDK4,0,2.726103944,0.572,0.169,0,4.175050444,0.630978297,0.620661727,-0.199985578
HLA-DRA,0,2.722444961,0.568,0.117,0,4.290214145,0.650029962,0.63247897,-0.187066625
AC097512.1,1.65E-293,2.712428001,0.033,0.005,6.02E-289,0.058749439,0.008951627,-1.230996275,-2.048098024
AP005059.1,1.82E-232,2.709414558,0.031,0.006,6.67E-228,0.044137631,0.006736346,-1.355190983,-2.171575611
PRODH,2.35E-179,2.706858431,0.022,0.004,8.62E-175,0.032889993,0.005025594,-1.482936221,-2.298812573
FMO1,0,2.704052816,0.065,0.009,0,0.109227756,0.016750302,-0.961666989,-1.775977363
RGS2,0,2.698991409,0.218,0.027,0,0.648871407,0.09991471,-0.187841363,-1.000370568
TREH,0,2.697288772,0.215,0.024,0,0.443506847,0.068369087,-0.353099671,-1.165140222
LEAP2,0,2.690647166,0.14,0.024,0,0.288900973,0.044737109,-0.539250996,-1.349332083
AC087482.1,0,2.689178836,0.191,0.031,0,0.344864672,0.053459946,-0.462351293,-1.271971486
CYP4B1,7.88E-196,2.688684238,0.017,0.001,2.88E-191,0.022541533,0.003484398,-1.647016553,-2.457872293
AL355538.1,1.01E-146,2.685845327,0.016,0.002,3.68E-142,0.019899564,0.003080701,-1.70115644,-2.511350448
LIPA,0,2.685684252,0.284,0.049,0,0.709290457,0.110231503,-0.149175883,-0.957694273
AP000944.1,4.05E-260,2.674276614,0.031,0.005,1.48E-255,0.047837447,0.007482418,-1.320232005,-2.125958055
SLFNL1,9.41E-306,2.672708268,0.05,0.013,3.44E-301,0.088683635,0.013896561,-1.052156513,-1.857092655
AGMO,0,2.671774812,0.29,0.062,0,0.834160207,0.130895807,-0.078750532,-0.883074265
SOX6,0,2.6507138,0.61,0.124,0,2.857793578,0.455066861,0.456030856,-0.34192479
DAB1,0,2.642690479,0.424,0.071,0,1.712600498,0.274225773,0.233656066,-0.561891731
LEMD1,3.66E-153,2.632812542,0.018,0.003,1.34E-148,0.031446978,0.005058398,-1.502421076,-2.295987028
UGT1A1,0,2.62386808,0.06,0.013,0,0.123933838,0.020094294,-0.906810102,-1.696927243
GRAMD1B,0,2.610380774,0.382,0.052,0,0.999591041,0.163677248,-0.000177645,-0.786011686
AP000919.2,0,2.605126649,0.059,0.009,0,0.095917244,0.015752606,-1.018103306,-1.802647576
PANCR,4.48E-298,2.602795124,0.042,0.009,1.64E-293,0.061385348,0.010093494,-1.211935281,-1.995958461
PMP22,0,2.601438195,0.233,0.045,0,0.872931999,0.143824913,-0.059019586,-0.842165879
TFPI,0,2.59516396,0.43,0.071,0,1.21305902,0.200740235,0.083881931,-0.697365571
FAM198B-AS1,0,2.595096104,0.036,0.006,0,0.056428032,0.009327147,-1.248505096,-2.030251194
PNCK,2.74E-136,2.592437162,0.016,0.003,1.00E-131,0.030434995,0.005034595,-1.51662677,-2.298035489
NEK10,0,2.580894542,0.127,0.034,0,0.401821897,0.067147753,-0.3959664,-1.172968514
UCA1,4.30E-107,2.575649712,0.015,0.003,1.57E-102,0.065320672,0.010945628,-1.184949356,-1.960759298
PLA2G1B,5.32E-99,2.562685796,0.012,0.002,1.95E-94,0.014953023,0.002519328,-1.825270991,-2.598715332
KRT14,0,2.560361087,0.039,0.007,0,0.063145979,0.010693716,-1.199654302,-1.970871354
SEC16B,0,2.550665686,0.2,0.038,0,0.3578711,0.061068506,-0.446273372,-1.214182704
HLA-DQB1,0,2.543574954,0.294,0.026,0,0.707215231,0.121287988,-0.150448395,-0.916182209
ESRRG,0,2.528641566,0.458,0.092,0,1.51548304,0.262624376,0.18055108,-0.580664967
PNMT,9.03E-157,2.52628035,0.016,0.002,3.31E-152,0.023821306,0.0041235,-1.623034423,-2.384734031
FBP2,5.34E-96,2.52280793,0.01,0.001,1.95E-91,0.013226265,0.002289893,-1.878562782,-2.640184738
LINC00479,7.50E-130,2.520376118,0.017,0.003,2.75E-125,0.024968651,0.00434045,-1.602604926,-2.362465204
AC026803.3,0,2.518392679,0.089,0.017,0,0.136790962,0.023863607,-0.863942597,-1.62226391
ARHGEF26-AS1,2.25E-202,2.50605199,0.022,0.003,8.22E-198,0.029878675,0.005248254,-1.524638665,-2.279985151
AL157895.1,2.60E-215,2.500344361,0.021,0.002,9.53E-211,0.030507511,0.005380255,-1.515593225,-2.269197155
DGAT1,0,2.489421111,0.645,0.225,0,3.138900538,0.558956786,0.496777555,-0.252621767
RRAD,0,2.489179861,0.042,0.008,0,0.090638742,0.016131992,-1.042686129,-1.792312013
PLA2G4A,0,2.488831439,0.296,0.062,0,0.885100268,0.157669622,-0.053007528,-0.802251974
AP001160.1,0,2.488655516,0.07,0.021,0,0.196050867,0.034919376,-0.707631234,-1.456933531
SLC10A2,0,2.485584411,0.139,0.021,0,0.424437257,0.07577265,-0.372186501,-1.120487523
CSMD2,1.05E-89,2.484225317,0.012,0.002,3.84E-85,0.02614413,0.004661049,-1.58262581,-2.331516364
CBR1,0,2.481638217,0.678,0.213,0,3.328853602,0.595989798,0.522294696,-0.224761174
SFXN3,0,2.478342968,0.184,0.025,0,0.324378049,0.058198349,-0.488948542,-1.235089335
SLC23A1,0,2.475093385,0.138,0.021,0,0.228763932,0.041132936,-0.640612447,-1.385810285
CACHD1,0,2.47084756,0.095,0.015,0,0.158886956,0.028649444,-0.798911756,-1.542883804
LINC00472,0,2.470351926,0.03,0.003,0,0.053118591,0.009573696,-1.274753454,-2.018920384
GK-AS1,6.88E-278,2.468641623,0.03,0.004,2.52E-273,0.046583188,0.008404376,-1.331770791,-2.075494518
SLC13A1,0,2.468634966,0.109,0.02,0,0.229968885,0.041535243,-0.638330921,-1.381583247
GALNT14,0,2.467228754,0.072,0.01,0,0.113458081,0.02050616,-0.945164566,-1.688115664
MLIP,5.93E-91,2.462745247,0.018,0.005,2.17E-86,0.052438238,0.009500969,-1.280351913,-2.022232095
MLXIPL,0,2.462144511,0.268,0.048,0,0.503507724,0.091363492,-0.297993863,-1.03922731
LINC02814,4.43E-241,2.461835897,0.027,0.004,1.62E-236,0.040886944,0.007410231,-1.388415345,-2.130168253
OPCML,7.51E-267,2.460618428,0.031,0.005,2.75E-262,0.064624833,0.01172893,-1.189600569,-1.930741592
LINC01982,5.47E-238,2.458390282,0.027,0.004,2.00E-233,0.042217307,0.007670045,-1.374509477,-2.115202106
CD68,0,2.45740978,0.328,0.063,0,0.724438919,0.131889518,-0.139998226,-0.879789717
BEX1,7.42E-136,2.451391025,0.017,0.003,2.71E-131,0.035277942,0.006438665,-1.452496752,-2.191204157
GOLT1A,0,2.448960741,0.25,0.05,0,0.480272205,0.087946949,-0.318512546,-1.055779222
TMEM86B,0,2.446910932,0.065,0.009,0,0.094642187,0.017346317,-1.023915232,-1.760792715
SHBG,1.40E-255,2.44554241,0.03,0.005,5.12E-251,0.045281695,0.00830134,-1.344077326,-2.080851779
C11orf86,0,2.443894941,0.241,0.043,0,0.742000254,0.136358517,-0.129595946,-0.86531773
AKR7A3,0,2.443202044,0.585,0.182,0,2.551524231,0.469150415,0.406799697,-0.328687895
GOLGA7B,1.06E-190,2.43905155,0.021,0.003,3.87E-186,0.027925381,0.005138252,-1.554000897,-2.289184565
HIF3A,0,2.433484912,0.115,0.023,0,0.228529108,0.042293484,-0.641058475,-1.373726539
AC012178.1,0,2.432318186,0.067,0.013,0,0.10479513,0.019403827,-0.9796589,-1.712112607
TRNP1,9.05E-73,2.430556137,0.01,0.002,3.31E-68,0.023696256,0.00438421,-1.625320262,-2.358108634
AC093627.4,2.97E-92,2.428379861,0.011,0.002,1.09E-87,0.01532528,0.002835742,-1.814591569,-2.547333283
AMBP,5.01E-69,2.4237706,0.012,0.003,1.83E-64,0.021272013,0.003953147,-1.672191414,-2.403056982
AC021594.2,1.69E-153,2.423348499,0.018,0.003,6.20E-149,0.02261848,0.004205321,-1.64553658,-2.376200838
SLC16A4,0,2.417746986,0.106,0.021,0,0.185498786,0.034704494,-0.731658929,-1.459614288
AC007221.1,5.89E-256,2.411776441,0.029,0.004,2.16E-251,0.039482658,0.007408498,-1.40359362,-2.130269853
ENKUR,0,2.410662336,0.081,0.016,0,0.161894845,0.030436229,-0.79076698,-1.516609155
PLB1,0,2.409634045,0.142,0.041,0,0.577871926,0.108746316,-0.238168404,-0.963585447
PCK2,0,2.408186226,0.535,0.172,0,2.007064881,0.378104815,0.302561412,-0.422387792
MEIKIN,2.60E-172,2.402202808,0.015,0.001,9.52E-168,0.027518241,0.005194549,-1.560379329,-2.284452185
AC007325.4,9.69E-120,2.399603431,0.014,0.002,3.55E-115,0.019892646,0.003758766,-1.701307444,-2.424954703
BST1,0,2.391203518,0.206,0.044,0,0.336434711,0.0641211,-0.473099203,-1.192999038
CNDP1,8.07E-248,2.382807973,0.025,0.003,2.95E-243,0.033121509,0.006339403,-1.479889883,-2.19795164
CUBN,0,2.381021495,0.135,0.028,0,0.729723065,0.140076262,-0.136841927,-0.853635457
TCN2,0,2.379134903,0.187,0.049,0,0.435261928,0.083656894,-0.361249319,-1.077498262
TEX35,3.43E-84,2.373901841,0.012,0.003,1.25E-79,0.034614188,0.006666724,-1.460745848,-2.17608753
SLC1A1,0,2.372315178,0.44,0.1,0,1.301552417,0.251364748,0.114461663,-0.599695629
DNAJB7,1.45E-162,2.37143044,0.02,0.004,5.30E-158,0.025659475,0.004947646,-1.590752238,-2.305601355
ACKR3,0,2.371424526,0.044,0.005,0,0.089945089,0.017371164,-1.046022545,-1.760171073
FUOM,0,2.367147951,0.442,0.109,0,1.096746271,0.212569464,0.040106166,-0.672499123
CIB2,0,2.366247114,0.181,0.037,0,0.294751286,0.057155728,-0.530544291,-1.242940241
AC007325.2,6.67E-167,2.364193995,0.026,0.007,2.44E-162,0.042589193,0.008260787,-1.370700584,-2.082978555
ALKAL2,2.26E-72,2.363999809,0.01,0.002,8.26E-68,0.013999975,0.002708393,-1.853872735,-2.567288309
HLA-DRB1,0,2.362874418,0.515,0.142,0,2.691249001,0.523176913,0.429953882,-0.281351429
MROH9,2.97E-144,2.359987452,0.016,0.003,1.09E-139,0.024399384,0.004741708,-1.612621134,-2.324065183
OSR2,0,2.357520411,0.075,0.015,0,0.113952811,0.022224071,-0.943274956,-1.65317638
AADACL2-AS1,1.78E-165,2.356768509,0.021,0.004,6.51E-161,0.035784452,0.006975017,-1.446305625,-2.156454757
HLA-DMB,0,2.353216013,0.141,0.016,0,0.255512599,0.049995085,-0.59258768,-1.30107269
LINC01924,2.91E-119,2.35041579,0.014,0.002,1.06E-114,0.024408207,0.004775102,-1.612464127,-2.321017383
PEPD,0,2.34128023,0.563,0.143,0,1.980333279,0.390778273,0.296738286,-0.408069591
CRYAB,2.43E-65,2.333349448,0.01,0.003,8.89E-61,0.068573168,0.013595443,-1.163845786,-1.866606649
MYRF,0,2.330646736,0.131,0.032,0,0.251972881,0.050079907,-0.598646199,-1.300336486
SAT2,0,2.315781181,0.603,0.201,0,2.18690048,0.439236627,0.33982902,-0.357301452
KLKB1,0,2.311248937,0.058,0.012,0,0.089352702,0.017992329,-1.048892308,-1.744912628
TYRO3,2.03E-171,2.308908849,0.021,0.004,7.45E-167,0.029690573,0.005980966,-1.527381419,-2.223228659
TNFSF15,0,2.308529445,0.064,0.02,0,0.164861253,0.033268921,-0.782881404,-1.477961284
HNF4A-AS1,0,2.303469166,0.186,0.053,0,0.380961468,0.077162456,-0.419118948,-1.11259396
Z93403.1,9.32E-168,2.30176346,0.02,0.003,3.41E-163,0.030420324,0.006158741,-1.516836159,-2.210508057
KCTD16,6.30E-149,2.299215748,0.02,0.004,2.31E-144,0.049768665,0.010100724,-1.303044006,-1.995647517
GDPD2,0,2.292309048,0.092,0.02,0,0.162353071,0.033133206,-0.789539491,-1.479736539
LINC02646,4.82E-124,2.271314212,0.016,0.003,1.76E-119,0.025648425,0.005301971,-1.590939305,-2.27556269
AC005280.2,1.18E-73,2.258863747,0.01,0.002,4.31E-69,0.014284003,0.002973612,-1.845150075,-2.526715673
HAAO,0,2.255809639,0.199,0.049,0,0.351727353,0.07363358,-0.453793856,-1.132924083
CLDN2,0,2.253257269,0.054,0.013,0,0.077776108,0.016302718,-1.109153793,-1.787739983
CLU,0,2.253051009,0.265,0.048,0,0.718458427,0.150707383,-0.143598357,-0.821865472
AL121974.1,0,2.248089835,0.104,0.021,0,0.212274379,0.044673509,-0.673102422,-1.349949932
EDN2,0,2.246911703,0.102,0.02,0,0.223692096,0.047115441,-0.650349361,-1.326836744
FBXL2,0,2.241357107,0.055,0.012,0,0.100375996,0.021217461,-0.998370132,-1.67330658
MPP1,0,2.237155351,0.181,0.035,0,0.363954488,0.077185478,-0.438952921,-1.112464404
MTUS2,4.32E-58,2.237043099,0.013,0.005,1.58E-53,0.033899354,0.007179979,-1.469808573,-2.143876835
AC004830.2,5.67E-80,2.23697927,0.013,0.003,2.08E-75,0.018776616,0.00397231,-1.726382673,-2.400956829
MLN,2.50E-39,2.234930234,0.015,0.007,9.16E-35,0.643572803,0.136704382,-0.191402317,-0.864217563
OXER1,1.98E-263,2.232602517,0.037,0.008,7.26E-259,0.055636078,0.01182718,-1.254643489,-1.927118776
LINC01931,1.21E-75,2.231468123,0.012,0.003,4.42E-71,0.020965227,0.004453618,-1.678500431,-2.351287031
HLA-DRB5,0,2.230039951,0.309,0.055,0,1.094102406,0.23320026,0.039057973,-0.63227097
ZMYND15,3.29E-98,2.22807396,0.015,0.004,1.20E-93,0.02643411,0.005631441,-1.577835305,-2.249380464
ECM2,0,2.221575512,0.051,0.008,0,0.07227666,0.015485899,-1.141001924,-1.810063564
AQP7,0,2.215159295,0.162,0.037,0,0.314302025,0.067678242,-0.502652821,-1.169550932
MYO1A,0,2.21501273,0.603,0.202,0,2.281024294,0.491286886,0.358129911,-0.308664829
GCNT4,0,2.214782393,0.122,0.02,0,0.209251371,0.045066019,-0.679331688,-1.346150806
PFKFB4,0,2.213487873,0.178,0.039,0,0.316280215,0.068183235,-0.499927974,-1.166322398
AC079779.2,0,2.213221343,0.045,0.009,0,0.059728665,0.012869917,-1.22381719,-1.890424253
GP2,0,2.204433374,0.074,0.027,0,0.190573021,0.041337926,-0.719938581,-1.383651316
LINC00842,1.82E-150,2.199670843,0.027,0.008,6.66E-146,0.05070832,0.011027894,-1.294920781,-1.957507429
MFSD2A,0,2.196536143,0.261,0.069,0,0.619847141,0.135215699,-0.207715398,-0.868972882
SLC3A1,0,2.192526893,0.403,0.099,0,0.961556719,0.210347122,-0.017025093,-0.677063426
LINC02177,1.95E-185,2.188791572,0.026,0.006,7.12E-181,0.035631365,0.007804577,-1.448167544,-2.107650627
HEBP1,0,2.185251878,0.595,0.175,0,1.992480054,0.438083696,0.299393982,-0.358442909
AC009275.1,2.78E-71,2.179766549,0.012,0.003,1.02E-66,0.020439455,0.004500618,-1.689530688,-2.346727813
TMEM252,2.41E-228,2.171973149,0.028,0.005,8.83E-224,0.04284961,0.009498047,-1.368053124,-2.022365686
LAMB2,0,2.171224049,0.098,0.022,0,0.201995235,0.044836852,-0.694658874,-1.348364885
LINC01978,2.77E-206,2.168833898,0.03,0.007,1.02E-201,0.039520974,0.008778513,-1.403172356,-2.056579042
TMEM74B,0,2.167350929,0.072,0.017,0,0.118512927,0.026372671,-0.926234276,-1.578845876
LINC01357,9.55E-148,2.158502961,0.022,0.005,3.49E-143,0.031550103,0.007056324,-1.500999221,-2.151421497
TARID,1.34E-156,2.158163282,0.022,0.005,4.90E-152,0.046971156,0.010512942,-1.328168753,-1.978275734
PTH2R,3.73E-136,2.15624162,0.02,0.005,1.36E-131,0.04810019,0.010780262,-1.317853206,-1.967370686
LINC01229,7.50E-72,2.156176329,0.012,0.003,2.74E-67,0.019076228,0.004269222,-1.719507485,-2.369651256
LINC02558,3.95E-137,2.155856945,0.019,0.004,1.45E-132,0.031162248,0.006982271,-1.506371215,-2.156003324
LGALS2,0,2.152744169,0.53,0.19,0,2.910268515,0.654463622,0.463933061,-0.184114488
CA3,0,2.151651327,0.232,0.057,0,0.479579476,0.107921178,-0.319139411,-0.966893323
PDIA2,7.00E-198,2.148648194,0.033,0.009,2.56E-193,0.06014981,0.013554707,-1.220765743,-1.867909856
SLC2A12,7.09E-159,2.14774518,0.026,0.007,2.60E-154,0.04939784,0.01113686,-1.30629204,-1.953237242
CYP27A1,0,2.147712377,0.395,0.093,0,0.844867899,0.190650975,-0.073211191,-0.719760969
C5,0,2.1471562,0.069,0.011,0,0.104222523,0.02351848,-0.982038416,-1.628590756
BTNL8,0,2.144142689,0.574,0.175,0,2.793345742,0.631925989,0.446124693,-0.199333783
NEDD4,0,2.143522555,0.353,0.076,0,0.837501635,0.189538325,-0.077014336,-0.722302963
SULT2B1,0,2.141212352,0.108,0.028,0,0.168564722,0.038201319,-0.773233311,-1.417921641
VPS37D,7.21E-73,2.124674318,0.01,0.002,2.64E-68,0.01462072,0.003342138,-1.835031232,-2.475975589
AQP11,0,2.115361647,0.17,0.047,0,0.34095382,0.07867755,-0.467304439,-1.104149172
MAP3K20-AS1,4.07E-173,2.11087213,0.022,0.004,1.49E-168,0.036505112,0.0084408,-1.437646316,-2.073616385
AC096536.3,4.64E-117,2.105118038,0.021,0.006,1.70E-112,0.027912012,0.006477279,-1.554208863,-2.18860737
MEP1A,0,2.103716502,0.563,0.177,0,2.610964653,0.607451783,0.416800992,-0.216488189
KRT2,1.13E-116,2.100267803,0.013,0.002,4.13E-112,0.020213881,0.004703824,-1.694350285,-2.327548978
MCOLN3,0,2.094358275,0.056,0.014,0,0.085433329,0.019995774,-1.068372669,-1.699061784
SLC35G1,0,2.090283246,0.305,0.083,0,0.75715314,0.177795414,-0.120816272,-0.750079445
